persona_id,community,population,social_vulnerability_score,access_to_resources,question_id,option1,option2,priority_choice,ordered_pair
P046,Community 2,12000,0.4,1,Q029,Repair Water Residential in Community 2,Repair Power Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 3']"
P046,Community 2,12000,0.4,1,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Commercial in Community 2']"
P046,Community 2,12000,0.4,1,Q015,Repair Power Residential in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Power Residential in Community 1']"
P046,Community 2,12000,0.4,1,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 1']"
P046,Community 2,12000,0.4,1,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P046,Community 2,12000,0.4,1,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 2']"
P046,Community 2,12000,0.4,1,Q030,Repair Water Residential in Community 2,Repair Water Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 3']"
P047,Community 1,5000,0.7,0,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 1']"
P047,Community 1,5000,0.7,0,Q019,Repair Water Residential in Community 1,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Residential in Community 1']"
P047,Community 1,5000,0.7,0,Q005,Repair Water School in Community 1,Repair Water Commercial in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Commercial in Community 2']"
P047,Community 1,5000,0.7,0,Q021,Repair Water Residential in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water Residential in Community 1']"
P047,Community 1,5000,0.7,0,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P047,Community 1,5000,0.7,0,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Commercial in Community 2']"
P047,Community 1,5000,0.7,0,Q028,Repair Water Residential in Community 2,Repair Water School in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water School in Community 3']"
P047,Community 1,5000,0.7,0,Q015,Repair Power Residential in Community 1,Repair Water Residential in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 3']"
P047,Community 1,5000,0.7,0,Q023,Repair Power Residential in Community 2,Repair Water Commercial in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Commercial in Community 2']"
P047,Community 1,5000,0.7,0,Q018,Repair Water Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Commercial in Community 2']"
P048,Community 3,20000,0.2,2,Q004,Repair Water School in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water School in Community 1']"
P048,Community 3,20000,0.2,2,Q001,Repair Water School in Community 1,Repair Power Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 1']"
P048,Community 3,20000,0.2,2,Q018,Repair Water Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Commercial in Community 2']"
P048,Community 3,20000,0.2,2,Q033,Repair Water Commercial in Community 2,Repair Water Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Water Residential in Community 3']"
P048,Community 3,20000,0.2,2,Q009,Repair Power Residential in Community 1,Repair Water Residential in Community 1,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 1']"
P048,Community 3,20000,0.2,2,Q034,Repair Water School in Community 3,Repair Power Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 3']"
P048,Community 3,20000,0.2,2,Q012,Repair Power Residential in Community 1,Repair Water Commercial in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Commercial in Community 2']"
P048,Community 3,20000,0.2,2,Q025,Repair Power Residential in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 3']"
P048,Community 3,20000,0.2,2,Q035,Repair Water School in Community 3,Repair Water Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Residential in Community 3']"
P048,Community 3,20000,0.2,2,Q006,Repair Water School in Community 1,Repair Water School in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water School in Community 3']"
P049,Community 3,20000,0.2,2,Q019,Repair Water Residential in Community 1,Repair Water School in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water School in Community 3']"
P049,Community 3,20000,0.2,2,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P049,Community 3,20000,0.2,2,Q029,Repair Water Residential in Community 2,Repair Power Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 3']"
P049,Community 3,20000,0.2,2,Q014,Repair Power Residential in Community 1,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Power Residential in Community 1']"
P049,Community 3,20000,0.2,2,Q013,Repair Power Residential in Community 1,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 1']"
P049,Community 3,20000,0.2,2,Q006,Repair Water School in Community 1,Repair Water School in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water School in Community 3']"
P049,Community 3,20000,0.2,2,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P049,Community 3,20000,0.2,2,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water School in Community 1']"
P049,Community 3,20000,0.2,2,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water School in Community 3']"
P049,Community 3,20000,0.2,2,Q018,Repair Water Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Commercial in Community 2']"
P050,Community 3,20000,0.2,2,Q028,Repair Water Residential in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Residential in Community 2']"
P050,Community 3,20000,0.2,2,Q035,Repair Water School in Community 3,Repair Water Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Residential in Community 3']"
P050,Community 3,20000,0.2,2,Q023,Repair Power Residential in Community 2,Repair Water Commercial in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Commercial in Community 2']"
P050,Community 3,20000,0.2,2,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P050,Community 3,20000,0.2,2,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P050,Community 3,20000,0.2,2,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water School in Community 1']"
P050,Community 3,20000,0.2,2,Q013,Repair Power Residential in Community 1,Repair Water School in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water School in Community 3']"
P050,Community 3,20000,0.2,2,Q008,Repair Water School in Community 1,Repair Water Residential in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 3']"
